,A,B,X_MID,Y_MID,TAZID_1,nearest_tazid
35075,29625,40,415055.41955,4596360.132999999,40.0,40
35076,29625,41,415350.5,4596410.0,41.0,41
35077,29625,29616,415250.0,4596300.5,41.0,41
35078,29625,29640,415263.0,4596704.0,31.0,31
35079,29626,29615,415510.5,4596046.5,54.0,54
35080,29626,29621,415476.5,4596183.0,54.0,54
35081,29626,29635,415685.5,4596176.0,55.0,55
35082,29626,29638,415522.0,4596431.0,41.0,41
35083,29627,23,413699.6372,4597842.384500001,23.0,23
35084,29627,29613,413405.422,4598106.7655,16.0,16
35085,29627,29641,413975.5544,4598054.83,23.0,23
35086,29628,29,414369.0,4597135.0,29.0,29
35087,29628,29614,414261.40630000003,4597289.742000001,24.0,24
35088,29628,29633,414502.0,4597314.5,29.0,29
35089,29629,7,408936.0,4601965.5,7.0,7
35090,29629,29584,409621.5,4601298.5,7.0,7
35091,29629,29645,409627.7077,4602557.5370000005,3.0,3
35092,29630,71,416777.0,4594729.5,71.0,71
35093,29630,29623,416612.5,4595084.5,58.0,58
35094,29630,29631,417045.0,4594744.5,58.0,58
35095,29631,29620,417070.81175,4594610.1785,73.0,73
35096,29631,29630,417045.0,4594744.5,58.0,58
35097,29631,29632,417193.55,4594691.25,58.0,58
35098,29631,29647,417264.9839,4595031.283,58.0,58
35099,29632,29631,417193.55,4594691.25,58.0,58
35100,29632,90001,417497.86354775046,4594715.944556905,73.0,73
35101,29633,24,414495.5,4597505.0,24.0,24
35102,29633,29622,414614.5,4597180.5,30.0,30
35103,29633,29628,414502.0,4597314.5,29.0,29
35104,29633,29639,414783.5,4597313.0,25.0,25
35105,29633,29648,414650.5,4597693.5,24.0,24
35106,29634,29606,410885.5,4600586.5,15.0,15
35107,29635,42,415848.5,4596282.5,42.0,42
35108,29635,29626,415685.5,4596176.0,55.0,55
35109,29635,29637,415947.5,4596167.0,55.0,55
35110,29636,16,413248.94310000003,4598855.534,16.0,16
35111,29636,29619,413026.91735,4598807.456499999,16.0,16
35112,29636,29662,414032.94310000003,4598777.534,16.0,16
35113,29637,57,416168.5,4596137.0,57.0,57
35114,29637,29624,416028.0,4595902.0,55.0,55
35115,29637,29635,415947.5,4596167.0,55.0,55
35116,29637,29642,416039.0,4596324.0,43.0,43
35117,29637,29650,416348.39445,4596163.704,43.0,43
35118,29638,33,415690.5,4596815.0,33.0,33
35119,29638,41,415488.5,4596544.0,41.0,41
35120,29638,42,415685.0,4596537.5,42.0,42
35121,29638,29626,415522.0,4596431.0,41.0,41
35122,29638,29643,415532.0,4596842.5,31.0,31
35123,29639,25,414950.0,4597485.0,25.0,25
35124,29639,30,414941.0,4597141.0,30.0,30
35125,29639,29633,414783.5,4597313.0,25.0,25
35126,29639,29644,415112.0,4597301.5,30.0,30
35127,29640,30,415102.5,4596985.0,30.0,30
35128,29640,31,415365.5,4596978.0,31.0,31
35129,29640,29625,415263.0,4596704.0,31.0,31
35130,29640,29644,415273.5,4597145.5,31.0,31
35131,29641,19,414413.0,4598351.0,19.0,19
35132,29641,24,414337.0,4597877.5,24.0,24
35133,29641,29627,413975.5544,4598054.83,23.0,23
35134,29641,29648,414492.0,4598066.0,19.0,19
35135,29642,42,415940.0,4596439.5,42.0,42
35136,29642,43,416195.5,4596480.5,43.0,43
35137,29642,29637,416039.0,4596324.0,43.0,43
35138,29642,29646,416042.0,4596580.5,43.0,43
35139,29643,31,415496.5,4596982.5,31.0,31
35140,29643,33,415691.5,4596976.5,33.0,33
35141,29643,29638,415532.0,4596842.5,31.0,31
35142,29643,29651,415535.5,4597146.0,31.0,31
35143,29644,29639,415112.0,4597301.5,30.0,30
35144,29644,29640,415273.5,4597145.5,31.0,31
35145,29644,29649,415278.0,4597416.0,26.0,26
35146,29644,29651,415407.0,4597292.0,31.0,31
35147,29645,3,409312.7077000001,4603276.536999999,3.0,3
35148,29645,6,409879.2077,4602875.5370000005,6.0,6
35149,29645,29629,409627.7077,4602557.5370000005,3.0,3
35150,29645,29671,409637.26355000003,4603901.140000001,3.0,3
35151,29646,29642,416042.0,4596580.5,43.0,43
35152,29646,29652,416149.0,4596676.5,43.0,43
35153,29646,29656,416046.0,4596840.0,35.0,35
35154,29647,46,417435.4839,4595582.283,46.0,46
35155,29647,58,417101.4839,4595382.783,58.0,58
35156,29647,149,417969.94484999997,4595758.116,149.0,149
35157,29647,29631,417264.9839,4595031.283,58.0,58
35158,29647,29655,417217.1557,4595640.708,46.0,46
35159,29648,29633,414650.5,4597693.5,24.0,24
35160,29648,29641,414492.0,4598066.0,19.0,19
35161,29648,29657,414851.3825,4598062.990499999,25.0,25
35162,29648,29659,414688.0,4598335.0,19.0,19
35163,29649,25,415116.0,4597599.5,25.0,25
35164,29649,26,415375.5,4597562.5,26.0,26
35165,29649,29644,415278.0,4597416.0,26.0,26
35166,29649,29658,415283.852,4597714.855,26.0,26
35167,29650,58,416747.39445,4595774.204,58.0,58
35168,29650,29637,416348.39445,4596163.704,43.0,43
35169,29650,29653,416662.1246,4596220.4645,44.0,44
35170,29651,26,415504.5,4597438.5,26.0,26
35171,29651,29643,415535.5,4597146.0,31.0,31
35172,29651,29644,415407.0,4597292.0,31.0,31
35173,29651,29654,415603.0,4597286.0,31.0,31
35174,29652,35,416309.0,4596802.0,35.0,35
35175,29652,43,416302.5,4596576.5,43.0,43
35176,29652,29646,416149.0,4596676.5,43.0,43
35177,29652,29661,416516.0,4596677.0,43.0,43
35178,29653,44,416712.3744,4596335.7115,44.0,44
35179,29653,45,416853.73014999996,4596236.2605,44.0,44
35180,29653,22368,416780.86901499995,4596275.804165,44.0,44
35181,29653,29650,416662.1246,4596220.4645,44.0,44
35182,29654,32,415756.0,4597429.5,32.0,32
35183,29654,29651,415603.0,4597286.0,31.0,31
35184,29654,29660,415862.0,4597281.0,33.0,33
35185,29655,45,417054.6718,4596047.925,45.0,45
35186,29655,22368,416981.810665,4596087.468665,45.0,45
35187,29655,29647,417217.1557,4595640.708,46.0,46
35188,29656,33,415949.5,4596976.5,33.0,33
35189,29656,35,416206.0,4596965.5,35.0,35
35190,29656,29646,416046.0,4596840.0,35.0,35
35191,29656,29660,416052.5,4597141.0,35.0,35
35192,29657,19,414772.3825,4598347.990499999,19.0,19
35193,29657,25,414986.3825,4597860.490499999,25.0,25
35194,29657,29648,414851.3825,4598062.990499999,25.0,25
35195,29657,29658,415154.2345,4597975.8455,25.0,25
35196,29658,29649,415283.852,4597714.855,26.0,26
35197,29658,29657,415154.2345,4597975.8455,25.0,25
35198,29658,29663,415467.852,4597892.855,26.0,26
35199,29658,29669,415296.852,4598307.855,20.0,20
35200,29659,19,414609.0,4598620.0,19.0,19
35201,29659,29648,414688.0,4598335.0,19.0,19
35202,29659,29662,414695.5,4598680.5,19.0,19
35203,29660,29654,415862.0,4597281.0,33.0,33
35204,29660,29656,416052.5,4597141.0,35.0,35
35205,29661,44,416768.64425,4596535.950999999,44.0,44
35206,29661,22368,416837.138865,4596476.043664999,45.0,45
35207,29661,29652,416516.0,4596677.0,43.0,43
35208,29661,29664,416738.0,4596770.0,36.0,36
35209,29662,8,414536.5,4599557.0,8.0,8
35210,29662,29636,414032.94310000003,4598777.534,16.0,16
35211,29662,29659,414695.5,4598680.5,19.0,19
35212,29662,29669,415001.5,4598740.5,19.0,19
35213,29663,20,415704.5,4598167.0,20.0,20
35214,29663,26,415559.5,4597740.5,26.0,26
35215,29663,32,415746.0,4597733.5,32.0,32
35216,29663,29658,415467.852,4597892.855,26.0,26
35217,29663,29667,415820.5,4597890.0,20.0,20
35218,29664,35,416531.0,4596895.0,35.0,35
35219,29664,36,416729.5,4597043.0,36.0,36
35220,29664,29661,416738.0,4596770.0,36.0,36
35221,29664,29668,416572.40445000003,4597158.643999999,36.0,36
35222,29665,29634,410746.0,4602150.5,15.0,15
35223,29666,29674,410640.19330000004,4603676.263,15.0,15
35224,29667,32,415918.5,4597731.5,32.0,32
35225,29667,34,416089.5,4597697.5,34.0,34
35226,29667,29663,415820.5,4597890.0,20.0,20
35227,29667,29670,416102.0,4597873.5,34.0,34
35228,29668,34,416315.90445000003,4597480.643999999,34.0,34
35229,29668,29664,416572.40445000003,4597158.643999999,36.0,36
35230,29668,29670,416328.40445000003,4597656.643999999,34.0,34
35231,29669,20,415533.5,4598582.0,20.0,20
35232,29669,29658,415296.852,4598307.855,20.0,20
35233,29669,29662,415001.5,4598740.5,19.0,19
35234,29669,29672,415312.5,4598934.5,8.0,8
35235,29670,29667,416102.0,4597873.5,34.0,34
35236,29670,29668,416328.40445000003,4597656.643999999,34.0,34
35237,29671,4,409846.55585,4604799.603,4.0,4
35238,29671,29645,409637.26355000003,4603901.140000001,3.0,3
35239,29671,40001,409645.72575,4604992.1605,3.0,3
35240,29672,29669,415312.5,4598934.5,8.0,8
35241,29672,29675,415320.0,4599469.5,8.0,8
35242,29673,29665,410610.62955,4603684.422499999,15.0,15
35243,29674,29678,410412.0935,4604872.0205,15.0,15
35244,29675,146,416494.0039,4599107.801,146.0,146
35245,29675,29672,415320.0,4599469.5,8.0,8
35246,29675,29676,415137.5,4600256.5,145.0,145
35247,29676,8,414665.0,4600538.0,8.0,8
35248,29676,145,415157.0,4600784.5,145.0,145
35249,29676,29675,415137.5,4600256.5,145.0,145
35250,29676,29679,414747.12355,4601375.108,145.0,145
35251,29677,29673,410386.82395,4604876.9865,15.0,15
35252,29678,3604,410209.58395,4605612.39,,15
35253,29679,29676,414747.12355,4601375.108,145.0,145
35254,29679,29680,414011.12355,4603047.608,5.0,5
35255,29680,5,413438.0,4603833.0,5.0,5
35256,29680,29679,414011.12355,4603047.608,5.0,5
35257,29680,29681,413260.43155,4604358.083000001,5.0,5
35258,29681,29680,413260.43155,4604358.083000001,5.0,5
35259,29681,29682,412955.83310000005,4604857.0605,5.0,5
35260,29682,29681,412955.83310000005,4604857.0605,5.0,5
35261,29682,29683,412862.30335,4605279.1995,5.0,5
35262,29683,29682,412862.30335,4605279.1995,5.0,5
35263,29683,29685,412664.9646,4605721.784,1.0,1
35264,29684,3605,412030.9534,4606340.8475,2.0,2
35265,29684,29685,412287.54075000004,4606111.828,1.0,1
35266,29685,1,412206.5628,4605795.562,1.0,1
35267,29685,2,412559.5628,4605981.062,2.0,2
35268,29685,29683,412664.9646,4605721.784,1.0,1
35269,29685,29684,412287.54075000004,4606111.828,1.0,1
35270,29686,29301,413701.98,4579328.735,139.0,139
35271,29686,29310,414014.43585,4578976.1065,139.0,139
35272,29686,29347,414018.02145,4579664.5495,136.0,136
35273,29686,90142,414595.4595626625,4579291.562086846,139.0,139
35274,29687,894,423018.7265,4520359.71652,894.0,894
35275,29687,29618,422849.21277112525,4520443.25373176,894.0,894
35276,29687,29688,422816.24342238915,4520246.756413292,894.0,894
35277,29688,29687,422816.24342238915,4520246.756413292,894.0,894
35278,29688,29689,422799.09936104645,4519919.041086854,894.0,894
35279,29689,29688,422799.09936104645,4519919.041086854,894.0,894
35280,29689,29690,422779.31775180466,4519400.762924721,894.0,894
35281,29690,29689,422779.31775180466,4519400.762924721,894.0,894
35282,29690,29691,422748.32656399196,4519044.693958366,946.0,946
35283,29691,29690,422748.32656399196,4519044.693958366,946.0,946
35284,29691,29692,422626.9993606424,4518756.541850407,946.0,946
35285,29692,26053,422516.074109318,4518409.884622272,946.0,946
35286,29692,29691,422626.9993606424,4518756.541850407,946.0,946
35287,29693,22454,422826.3820907073,4520757.467662583,891.0,891
35288,29693,29618,422853.3888886309,4520557.451313444,894.0,894
35289,29693,29694,422771.2402613623,4520588.868355343,893.0,893
35290,29694,26226,422580.84897379915,4520685.938698079,893.0,893
35291,29694,29693,422771.2402613623,4520588.868355343,893.0,893
35292,29694,29696,422719.418262271,4520538.418290427,893.0,893
35293,29695,26263,422822.33582122123,4521269.028452517,890.0,890
35294,29696,26214,422747.3120988279,4520370.6206415985,893.0,893
35295,29697,29693,422827.4586241049,4520513.964089008,894.0,894
35296,29698,384,415334.03786000004,4563174.58801,385.0,385
35297,29698,28559,415571.5378584968,4563047.088008763,385.0,385
35298,29698,29699,415431.64055480657,4562883.879758027,385.0,385
35299,29699,385,415358.306795,4562806.50775,385.0,385
35300,29699,29698,415431.64055480657,4562883.879758027,385.0,385
35301,29699,29700,415183.99062932044,4562674.4474136345,385.0,385
35302,29700,29699,415183.99062932044,4562674.4474136345,385.0,385
35303,29700,29701,414852.2620254285,4562484.8882114105,406.0,406
35304,29701,406,414584.28819,4562282.3060449995,406.0,406
35305,29701,29700,414852.2620254285,4562484.8882114105,406.0,406
35306,29701,29702,414554.6934352798,4562328.624245876,406.0,406
35307,29702,28368,414350.32950088556,4562206.469598136,406.0,406
35308,29702,29701,414554.6934352798,4562328.624245876,406.0,406
35309,29702,29703,414439.7402091038,4562299.396457801,406.0,406
35310,29703,28409,414569.4208662418,4562434.504758964,406.0,406
35311,29703,29702,414439.7402091038,4562299.396457801,406.0,406
35312,40001,3603,409666.6163,4605284.262,4.0,4
35313,40001,29671,409645.72575,4604992.1605,3.0,3
35314,40124,816,421135.30355,4527217.1565000005,816.0,816
35315,40124,26358,420907.91980000003,4526394.267,859.0,859
35316,40124,90113,420397.12025000004,4526506.2809999995,816.0,816
35317,50000,50001,430280.4005,4423582.333000001,3465.0,3465
35318,50000,65052,430334.62584999995,4423394.3805,3465.0,3465
35319,50001,50000,430280.4005,4423582.333000001,3465.0,3465
35320,50001,50002,430388.60085,4424214.9715,3472.0,3472
35321,50002,50001,430388.60085,4424214.9715,3472.0,3472
35322,50002,50003,430791.89395,4425065.0845,3464.0,3464
35323,50003,50002,430791.89395,4425065.0845,3464.0,3464
35324,50003,50004,431252.7446,4425694.453,3475.0,3475
35325,50004,50003,431252.7446,4425694.453,3475.0,3475
35326,50004,50005,431572.78165,4426263.153,3447.0,3447
35327,50004,65138,431404.1805,4425939.145500001,3448.0,3448
35328,50005,50004,431572.78165,4426263.153,3447.0,3447
35329,50005,50006,431944.4051,4426769.176,3445.0,3445
35330,50006,50005,431944.4051,4426769.176,3445.0,3445
35331,50006,50007,432197.3621,4427145.3149999995,3445.0,3445
35332,50007,50006,432197.3621,4427145.3149999995,3445.0,3445
35333,50007,50008,432246.93975,4427722.215,3435.0,3435
35334,50008,50007,432246.93975,4427722.215,3435.0,3435
35335,50008,50009,432439.79125,4428421.147,3435.0,3435
35336,50009,50008,432439.79125,4428421.147,3435.0,3435
35337,50009,50010,432602.02855,4429318.160499999,3431.0,3431
35338,50010,50009,432602.02855,4429318.160499999,3431.0,3431
35339,50010,50011,433321.91429999995,4430653.364,3325.0,3325
35340,50011,50010,433321.91429999995,4430653.364,3325.0,3325
35341,50011,50012,434356.88315,4431443.182,3342.0,3342
35342,50012,50011,434356.88315,4431443.182,3342.0,3342
35343,50012,50013,434969.7189,4431610.8815,3341.0,3341
35344,50012,55000,434668.73785000003,4431483.0185,3342.0,3342
35345,50012,65390,434654.79244999995,4431471.2335,3342.0,3342
35346,50013,50012,434969.7189,4431610.8815,3341.0,3341
35347,50013,50014,436810.83585,4433549.417,3337.0,3337
35348,50014,50013,436810.83585,4433549.417,3337.0,3337
35349,50014,50015,439750.34955,4437164.271500001,3331.0,3331
35350,50014,65682,438202.0871,4435392.4435,3334.0,3334
35351,50015,50014,439750.34955,4437164.271500001,3331.0,3331
35352,50015,50016,441664.9426,4439511.574,3160.0,3160
35353,50016,50015,441664.9426,4439511.574,3160.0,3160
35354,50016,51000,442402.67975,4440333.772,3157.0,3157
35355,50016,66123,442050.8271,4440178.075999999,3157.0,3157
35356,50017,51000,443890.76145,4441746.226,3140.0,3140
35357,50017,51001,445193.06605,4443002.775,3143.0,3143
35358,50018,50019,445692.62065,4445066.2785,3079.0,3079
35359,50018,51003,445621.61925,4444238.4945,3077.0,3077
35360,50019,50018,445692.62065,4445066.2785,3079.0,3079
35361,50019,50020,445700.43185,4447478.6395,3056.0,3056
35362,50019,66507,445917.16575000004,4445635.2585,3080.0,3080
35363,50020,50019,445700.43185,4447478.6395,3056.0,3056
35364,50020,50021,445547.48439999996,4450134.632999999,3017.0,3017
35365,50021,50020,445547.48439999996,4450134.632999999,3017.0,3017
35366,50021,51005,445333.27715,4451165.841,3022.0,3022
35367,50022,50023,444459.60939999996,4452800.981000001,3009.0,3009
35368,50022,51006,444745.6608,4452492.180500001,3023.0,3023
35369,50023,50022,444459.60939999996,4452800.981000001,3009.0,3009
35370,50023,50024,444038.10395,4452940.2575,3009.0,3009
35371,50024,50023,444038.10395,4452940.2575,3009.0,3009
35372,50024,50025,443389.68205,4452996.2825,3000.0,3000
35373,50024,55040,443727.45125000004,4452992.222999999,3001.0,3001
35374,50024,66841,443771.39395,4452898.081499999,3001.0,3001
35375,50024,66852,443718.46405,4453001.3780000005,3001.0,3001
35376,50025,50024,443389.68205,4452996.2825,3000.0,3000
35377,50025,51004,442869.9617,4453072.1335,3003.0,3003
35378,50026,50027,442230.25005,4453677.9465,3002.0,3002
35379,50026,51004,442624.97735,4453217.1365,3003.0,3003
35380,50027,50026,442230.25005,4453677.9465,3002.0,3002
35381,50027,50028,440380.5313,4456179.8905,2919.0,2919
35382,50028,50027,440380.5313,4456179.8905,2919.0,2919
35383,50028,50029,438587.43755,4458692.7105,2882.0,2882
35384,50029,50028,438587.43755,4458692.7105,2882.0,2882
35385,50029,50030,437343.7687,4460857.6775,2802.0,2802
35386,50029,55088,438304.6642,4459240.504000001,2882.0,2882
35387,50029,55093,438127.35939999996,4459613.897,2855.0,2855
35388,50029,55094,438047.09965,4459649.615499999,2855.0,2855
35389,50029,67461,438131.28775,4459029.617000001,2882.0,2882
35390,50029,67512,438235.17909999995,4459219.92,2882.0,2882
35391,50030,50029,437343.7687,4460857.6775,2802.0,2802
35392,50030,50031,435806.36245,4463657.712,2795.0,2795
35393,50030,55109,436361.5264,4462604.684,2792.0,2792
35394,50030,55116,436107.8481,4463119.3895,2792.0,2792
35395,50030,67879,436118.11549999996,4462621.3925,2791.0,2791
35396,50031,50030,435806.36245,4463657.712,2795.0,2795
35397,50031,50032,434189.73439999996,4466156.714500001,2770.0,2770
35398,50032,50031,434189.73439999996,4466156.714500001,2770.0,2770
35399,50032,50033,432576.03125,4468340.1905000005,2735.0,2735
35400,50033,50032,432576.03125,4468340.1905000005,2735.0,2735
35401,50033,50034,431912.60939999996,4469149.033,2726.0,2726
35402,50034,50033,431912.60939999996,4469149.033,2726.0,2726
35403,50034,50035,431097.60135,4469458.2765,2726.0,2726
35404,50035,50034,431097.60135,4469458.2765,2726.0,2726
35405,50035,50036,429059.11695,4470051.1280000005,2548.0,2548
35406,50035,55167,430793.9029,4469560.111,2728.0,2728
35407,50035,55176,430460.61315,4469644.8695,2728.0,2728
35408,50035,55178,430334.18905,4469678.715,2728.0,2728
35409,50035,55186,430184.25190000003,4469740.224,2728.0,2728
35410,50035,68833,430417.6949,4469556.1985,2728.0,2728
35411,50036,50035,429059.11695,4470051.1280000005,2548.0,2548
35412,50036,51007,427612.6212,4470488.771,2546.0,2546
35413,50037,51007,427481.58995,4470627.086999999,2546.0,2546
35414,50037,51008,427417.16044999997,4471002.32,2546.0,2546
35415,50039,50040,424600.0733,4474600.1245,2599.0,2599
35416,50039,51009,426274.92045,4472673.7675,2565.0,2565
35417,50040,50039,424600.0733,4474600.1245,2599.0,2599
35418,50040,51012,423292.5208,4476167.317,2597.0,2597
35419,50040,55241,424063.60965,4475318.729,2605.0,2605
35420,50040,55245,423970.20115,4475437.0965,2605.0,2605
35421,50040,69611,424070.68815,4475432.403,2605.0,2605
35422,51000,50016,442402.67975,4440333.772,3157.0,3157
35423,51000,50017,443890.76145,4441746.226,3140.0,3140
35424,51001,50017,445193.06605,4443002.775,3143.0,3143
35425,51001,51002,445284.4607,4443328.978,3142.0,3142
35426,51002,51001,445284.4607,4443328.978,3142.0,3142
35427,51002,51003,445433.8044,4443777.009,3142.0,3142
35428,51003,50018,445621.61925,4444238.4945,3077.0,3077
35429,51003,51002,445433.8044,4443777.009,3142.0,3142
35430,51004,50025,442869.9617,4453072.1335,3003.0,3003
35431,51004,50026,442624.97735,4453217.1365,3003.0,3003
35432,51005,50021,445333.27715,4451165.841,3022.0,3022
35433,51005,51006,445078.59420000005,4451834.058,3023.0,3023
35434,51006,50022,444745.6608,4452492.180500001,3023.0,3023
35435,51006,51005,445078.59420000005,4451834.058,3023.0,3023
35436,51007,50036,427612.6212,4470488.771,2546.0,2546
35437,51007,50037,427481.58995,4470627.086999999,2546.0,2546
35438,51008,50037,427417.16044999997,4471002.32,2546.0,2546
35439,51008,51009,427358.409,4471396.9344999995,2559.0,2559
35440,51009,50039,426274.92045,4472673.7675,2565.0,2565
35441,51009,51008,427358.409,4471396.9344999995,2559.0,2559
35442,51010,10001,421874.83935,4477261.173,2185.0,2185
35443,51010,51011,422212.30115,4477130.1075,2630.0,2630
35444,51011,51010,422212.30115,4477130.1075,2630.0,2630
35445,51011,51012,422554.5627,4477020.5649999995,2598.0,2598
35446,51012,50040,423292.5208,4476167.317,2597.0,2597
35447,51012,51011,422554.5627,4477020.5649999995,2598.0,2598
35448,55000,50012,434668.73785000003,4431483.0185,3342.0,3342
35449,55000,55002,434905.56855,4431489.9375,3342.0,3342
35450,55001,55003,436753.5147,4431533.973,3353.0,3353
35451,55001,55004,437298.54905000003,4431618.2425,3353.0,3353
35452,55002,55000,434905.56855,4431489.9375,3342.0,3342
35453,55002,55003,435720.4339,4431536.0245,3355.0,3355
35454,55003,55001,436753.5147,4431533.973,3353.0,3353
35455,55003,55002,435720.4339,4431536.0245,3355.0,3355
35456,55003,65400,436350.32184999995,4431519.066,3354.0,3354
35457,55004,55001,437298.54905000003,4431618.2425,3353.0,3353
35458,55004,55006,437423.8355,4432310.016000001,3364.0,3364
35459,55005,55006,438169.9998,4432903.225500001,3365.0,3365
35460,55005,55007,440197.03949999996,4433170.2355,3397.0,3397
35461,55005,65507,438914.583,4432918.602,3366.0,3366
35462,55006,55004,437423.8355,4432310.016000001,3364.0,3364
35463,55006,55005,438169.9998,4432903.225500001,3365.0,3365
35464,55006,65509,437485.47935,4432936.731000001,3365.0,3365
35465,55007,55005,440197.03949999996,4433170.2355,3397.0,3397
35466,55007,55008,442230.88895,4433979.825999999,3405.0,3405
35467,55007,65556,441470.5659,4433471.0785,3401.0,3401
35468,55008,55007,442230.88895,4433979.825999999,3405.0,3405
35469,55008,55009,443229.1646,4435142.6525,3407.0,3407
35470,55008,65631,442935.02619999996,4434505.7205,3406.0,3406
35471,55009,55008,443229.1646,4435142.6525,3407.0,3407
35472,55009,55010,443810.57790000003,4436700.4015,3408.0,3408
35473,55010,55009,443810.57790000003,4436700.4015,3408.0,3408
35474,55010,55011,444172.0071,4438425.389,3213.0,3213
35475,55010,65875,444100.752,4437597.593,3215.0,3215
35476,55011,55010,444172.0071,4438425.389,3213.0,3213
35477,55011,55012,444236.32505,4439926.240499999,3171.0,3171
35478,55011,66043,444185.89064999996,4439289.168,3172.0,3172
35479,55012,55011,444236.32505,4439926.240499999,3171.0,3171
35480,55012,55013,444249.25205,4440977.4065000005,3153.0,3153
35481,55012,66151,444233.8512,4440678.359999999,3168.0,3168
35482,55013,55012,444249.25205,4440977.4065000005,3153.0,3153
35483,55013,55016,444242.51995,4441448.569499999,3152.0,3152
35484,55014,55015,444941.95519999997,4441548.992000001,3150.0,3150
35485,55014,55016,444544.619,4441559.286,3152.0,3152
35486,55014,66240,444827.17085,4441560.021500001,3150.0,3150
35487,55015,55014,444941.95519999997,4441548.992000001,3150.0,3150
35488,55015,55017,445304.6127,4441816.2695,3144.0,3144
35489,55016,55013,444242.51995,4441448.569499999,3152.0,3152
35490,55016,55014,444544.619,4441559.286,3152.0,3152
35491,55017,55015,445304.6127,4441816.2695,3144.0,3144
35492,55017,55020,445677.08125000005,4442190.1585,3143.0,3143
35493,55017,66271,445586.35665,4442071.9475,3144.0,3144
35494,55018,55019,446632.7111,4442156.227,3146.0,3146
35495,55018,55021,447290.9792,4442968.831,3087.0,3087
35496,55019,55018,446632.7111,4442156.227,3146.0,3146
35497,55019,55020,446169.43835,4442258.0225,3146.0,3146
35498,55019,66276,446536.2718,4442244.1475,3146.0,3146
35499,55020,55017,445677.08125000005,4442190.1585,3143.0,3143
35500,55020,55019,446169.43835,4442258.0225,3146.0,3146
35501,55021,55018,447290.9792,4442968.831,3087.0,3087
35502,55021,55022,447852.96705,4444280.8774999995,3084.0,3084
35503,55021,66393,447888.87639999995,4443924.7955,3086.0,3086
35504,55022,55021,447852.96705,4444280.8774999995,3084.0,3084
35505,55022,55023,447889.29165,4445307.9684999995,3064.0,3064
35506,55023,55022,447889.29165,4445307.9684999995,3064.0,3064
35507,55023,55024,447949.92095000006,4446798.9575,3068.0,3068
35508,55023,66517,447969.21660000004,4445856.904999999,3066.0,3066
35509,55024,55023,447949.92095000006,4446798.9575,3068.0,3068
35510,55024,55025,447966.61945,4448139.206,3042.0,3042
35511,55024,66636,447988.48365,4447603.612500001,3039.0,3039
35512,55024,66647,447986.60475000006,4447764.8295,3039.0,3039
35513,55025,55024,447966.61945,4448139.206,3042.0,3042
35514,55025,55026,447740.80215,4448580.054500001,3031.0,3031
35515,55026,55025,447740.80215,4448580.054500001,3031.0,3031
35516,55026,55027,447341.52315,4448609.1515,3031.0,3031
35517,55027,55026,447341.52315,4448609.1515,3031.0,3031
35518,55027,55028,446888.92079999996,4449332.813,3038.0,3038
35519,55028,55027,446888.92079999996,4449332.813,3038.0,3038
35520,55028,55029,446397.519,4450528.390000001,3018.0,3018
35521,55028,66714,446603.03599999996,4450076.401000001,3038.0,3038
35522,55029,55028,446397.519,4450528.390000001,3018.0,3018
35523,55029,55032,445857.9486,4451120.9225,3023.0,3023
35524,55030,55031,444790.72635,4451152.543500001,3022.0,3022
35525,55030,55032,445278.09715,4451183.164000001,3022.0,3022
35526,55030,66741,444996.38285,4451127.7785,3022.0,3022
35527,55031,55030,444790.72635,4451152.543500001,3022.0,3022
35528,55031,55033,444550.95645,4451257.2075,3022.0,3022
35529,55032,55029,445857.9486,4451120.9225,3023.0,3023
35530,55032,55030,445278.09715,4451183.164000001,3022.0,3022
35531,55033,55031,444550.95645,4451257.2075,3022.0,3022
35532,55033,55034,444501.5011,4451570.113,3022.0,3022
35533,55034,55033,444501.5011,4451570.113,3022.0,3022
35534,55034,55035,444349.3424,4451795.4095,3021.0,3021
35535,55035,55034,444349.3424,4451795.4095,3021.0,3021
35536,55035,55036,444081.146,4451812.222,3020.0,3020
35537,55035,66770,444214.6574,4451800.407,3021.0,3021
35538,55036,55035,444081.146,4451812.222,3020.0,3020
35539,55036,55037,443916.45375,4452021.433,2998.0,2998
35540,55037,55036,443916.45375,4452021.433,2998.0,2998
35541,55037,55038,443922.46589999995,4452394.309,2998.0,2998
35542,55037,66790,443925.6995,4452177.268999999,2998.0,2998
35543,55038,55037,443922.46589999995,4452394.309,2998.0,2998
35544,55038,55039,443934.7774,4452765.477,3001.0,3001
35545,55039,15177,443942.88814,4453082.999934999,3005.0,3005
35546,55039,55038,443934.7774,4452765.477,3001.0,3001
35547,55040,50024,443727.45125000004,4452992.222999999,3001.0,3001
35548,55040,55041,443438.69415,4453019.3105,3000.0,3000
35549,55040,55043,443687.0343,4453221.745999999,3005.0,3005
35550,55041,55040,443438.69415,4453019.3105,3000.0,3000
35551,55041,55044,443193.71765,4453234.186,3003.0,3003
35552,55042,15177,443941.58154,4453296.359935,3005.0,3005
35553,55042,55043,443815.907,4453417.092,3005.0,3005
35554,55042,55045,443943.43995,4453615.977,3008.0,3008
35555,55042,66882,443951.92220000003,4453357.749,3005.0,3005
35556,55042,66893,443952.7044,4453429.808499999,3005.0,3005
35557,55043,55040,443687.0343,4453221.745999999,3005.0,3005
35558,55043,55042,443815.907,4453417.092,3005.0,3005
